"","movienames","rating","wrating","mrating","wmedian","mmedian","times"
"1037","Mystery Science Theater 3000: The Movie (1996)",3.43076923076923,3.44642857142857,3.33333333333333,4,3,260
"1038","Nadja (1994)",2.25,2.42857142857143,1,NA,2.5,8
"1039","Naked (1993)",3.24,3.38095238095238,2.5,3.5,2.5,25
"1040","Naked Gun 33 1/3: The Final Insult (1994)",2.78260869565217,2.71698113207547,3,2.5,3,69
"1041","Naked in New York (1994)",1.5,1.5,NA,NA,NA,4
"1042","National Lampoon's Senior Trip (1995)",2.42857142857143,2.66666666666667,1,NA,2,7
"1043","Natural Born Killers (1994)",2.953125,2.97142857142857,2.8695652173913,2,2.5,256
"1044","Nell (1994)",3.48148148148148,3.38775510204082,3.625,4,4,81
"1045","Nelly & Monsieur Arnaud (1995)",3.66666666666667,4,3,3,4,3
"1046","Nemesis 2: Nebula (1995)",2,2,NA,NA,NA,3
"1047","Neon Bible, The (1995)",1.75,1.33333333333333,3,3,2,4
"1048","Net, The (1995)",3.00833333333333,2.85714285714286,3.48275862068966,3.5,3,240
"1049","NeverEnding Story III, The (1994)",2.16666666666667,2.375,1.75,2.5,3,24
"1050","New Age, The (1994)",1,NA,1,NA,NA,1
"1051","New Jersey Drive (1995)",3,NA,3,NA,NA,4
"1052","New York Cop (1996)",2.5,2.5,NA,NA,4,4
"1053","Newton Boys, The (1998)",3,3.33333333333333,2,2,2,8
"1054","Next Karate Kid, The (1994)",2.44444444444444,2.2,2.75,3,1,18
"1055","Next Step, The (1995)",3,NA,3,NA,NA,1
"1056","Niagara, Niagara (1997)",2,NA,2,2,NA,1
"1057","Nick of Time (1995)",3.04545454545455,3.0625,3,3,2.5,88
"1058","Nico Icon (1995)",4,NA,4,3,NA,2
"1059","Night Falls on Manhattan (1997)",3.375,3.44,3.14285714285714,3,4,64
"1060","Night Flier (1997)",3.71428571428571,3.6,4,5,3.5,7
"1061","Night of the Living Dead (1968)",3.421875,3.39285714285714,3.625,4,4,128
"1062","Night on Earth (1991)",3.83333333333333,3.95833333333333,3.58333333333333,4.5,4,72
"1063","Nightmare Before Christmas, The (1993)",3.58741258741259,3.54128440366972,3.73529411764706,4,3,429
"1064","Nightmare on Elm Street, A (1984)",3.17117117117117,3.13636363636364,3.30434782608696,3,3,111
"1065","Nightwatch (1997)",3,3,3,NA,NA,6
"1066","Nikita (La Femme Nikita) (1990)",4.00787401574803,4.02941176470588,3.92,4,4,127
"1067","Nil By Mouth (1997)",2,1.66666666666667,3,3,1.5,4
"1068","Nina Takes a Lover (1994)",2.83333333333333,3.33333333333333,2.33333333333333,3,3,12
"1069","Nine Months (1995)",2.93103448275862,2.9,3,3,3,58
"1070","Ninotchka (1939)",3.76923076923077,3.68181818181818,4.25,4,4,52
"1071","Nixon (1995)",3.12222222222222,3.02985074626866,3.39130434782609,3,3,90
"1072","No Escape (1994)",2.4,2.5,2,NA,2,10
"1073","Nobody Loves Me (Keiner liebt mich) (1994)",1,1,NA,NA,1,2
"1074","Nobody's Fool (1994)",3.60869565217391,3.58620689655172,3.64705882352941,4,4,46
"1075","Normal Life (1996)",3,NA,3,3,NA,2
"1076","North (1994)",2.71428571428571,3,2.33333333333333,2.5,4,7
"1077","North by Northwest (1959)",4.28491620111732,4.32857142857143,4.12820512820513,4,4,358
"1078","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.55555555555556,3.65957446808511,2.85714285714286,2.5,4,54
"1079","Nosferatu a Venezia (1986)",2.33333333333333,3,1,NA,3,3
"1080","Nothing Personal (1995)",2,NA,2,NA,NA,2
"1081","Nothing to Lose (1994)",3.28571428571429,3,4,4,3,7
"1082","Notorious (1946)",4.11538461538461,4.11904761904762,4.1,4,4,156
"1083","Now and Then (1995)",3.45833333333333,3.14285714285714,3.58823529411765,3,3,24
"1084","Nowhere (1997)",2.33333333333333,2,2.5,NA,NA,3
"1085","Nutty Professor, The (1996)",2.91411042944785,2.92741935483871,2.87179487179487,3,3,652
"1086","Nénette et Boni (1996)",3.5,4.25,2,3,3,6
"1087","Object of My Affection, The (1998)",4,4,NA,NA,4,2
"1088","Of Human Bondage (1934)",3.2,3.66666666666667,2.5,2.5,4,5
"1089","Of Love and Shadows (1994)",3.16666666666667,2.75,4,4,3,6
"1090","Office Killer (1997)",1,1,NA,NA,NA,1
"1091","Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",2.6,2.6,NA,NA,3,5
"1092","Old Man and the Sea, The (1958)",3.34375,3.5,2.66666666666667,3,4,64
"1093","Old Yeller (1957)",3.484375,3.5,3.46428571428571,4,4,128
"1094","Oliver & Company (1988)",2.77272727272727,2.57142857142857,3.125,4,2,44
"1095","Omen, The (1976)",3.38823529411765,3.43939393939394,3.21052631578947,3.5,3,85
"1096","On Golden Pond (1981)",3.55660377358491,3.42647058823529,3.78947368421053,4,3,106
"1097","Once Upon a Time in America (1984)",3.4,3.48717948717949,3.09090909090909,3,4,150
"1098","Once Upon a Time in the West (1969)",3.86842105263158,3.94285714285714,3,3,4,38
"1099","Once Upon a Time... When We Were Colored (1995)",3.28571428571429,3.05882352941176,3.63636363636364,4,3,28
"1100","Once Were Warriors (1994)",4.06451612903226,4.04166666666667,4.14285714285714,5,4,62
"1101","One Fine Day (1996)",3.23214285714286,3.06153846153846,3.46808510638298,3,3,224
"1102","One Flew Over the Cuckoo's Nest (1975)",4.29166666666667,4.33333333333333,4.15,4,5,264
"1103","One Night Stand (1997)",3.46666666666667,3.38461538461538,4,NA,2,15
"1104","Only You (1994)",3.15384615384615,2.94736842105263,3.35,3,3,78
"1105","Open Season (1996)",2.5,2.5,NA,NA,4,2
"1106","Operation Dumbo Drop (1995)",2.51612903225806,2.21052631578947,3,3.5,3,124
"1107","Original Gangstas (1996)",2.14285714285714,2.14285714285714,NA,NA,2,7
"1108","Orlando (1993)",3.61764705882353,3.47826086956522,3.90909090909091,3.5,4,34
"1109","Oscar & Lucinda (1997)",3.19047619047619,3.15384615384615,3.25,4,3,42
"1110","Othello (1995)",3.61111111111111,3.54,3.77272727272727,4,4,72
"1111","Other Voices, Other Rooms (1997)",3,3,NA,NA,3,1
"1112","Out to Sea (1997)",2.68421052631579,2.72727272727273,2.625,3,2.5,19
"1113","Outbreak (1995)",3.24038461538462,3.24691358024691,3.21739130434783,4,3,312
"1114","Outlaw, The (1943)",2.5,2.5,NA,NA,2.5,2
"1115","Pagemaster, The (1994)",2.25,2.16666666666667,2.33333333333333,3,2.5,60
"1116","Pallbearer, The (1996)",2.31818181818182,2.5,2,2,1,22
"1117","Palmetto (1998)",3.14285714285714,3.22222222222222,3,2,4,42
"1118","Palookaville (1996)",2.92307692307692,2.9,3,2.5,3,26
"1119","Panther (1995)",2.4,2.66666666666667,2,3,3,5
"1120","Paper, The (1994)",3.225,3.03571428571429,3.66666666666667,4,3,80
"1121","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",4.05,3.92307692307692,4.28571428571429,4.5,3.5,20
"1122","Paradise Road (1997)",3.28571428571429,3.33333333333333,3.25,3,3,14
"1123","Parent Trap, The (1961)",3.0958904109589,3,3.24137931034483,3,3,146
"1124","Paris Is Burning (1990)",3.81481481481481,3.76470588235294,3.9,4,4,27
"1125","Paris Was a Woman (1995)",3,3,NA,NA,3,1
"1126","Paris, France (1993)",2.33333333333333,2.33333333333333,NA,NA,4,3
"1127","Paris, Texas (1984)",3.54347826086957,3.51515151515152,3.61538461538462,3.5,4,46
"1128","Party Girl (1995)",2.875,3,2.66666666666667,2,3,16
"1129","Passion Fish (1992)",3.17857142857143,3.10526315789474,3.33333333333333,3,3,28
"1130","Pather Panchali (1955)",4.625,4.625,NA,NA,5,8
"1131","Paths of Glory (1957)",4.21212121212121,4.41935483870968,1,1,4,66
"1132","Patton (1970)",3.99264705882353,4.08695652173913,3.47619047619048,3,4,272
"1133","Peacemaker, The (1997)",3.27205882352941,3.17592592592593,3.64285714285714,4,3,408
"1134","Penny Serenade (1941)",3,3.25,2.75,3,3,16
"1135","People vs. Larry Flynt, The (1996)",3.5953488372093,3.64242424242424,3.44,3,4,215
"1136","Perez Family, The (1995)",2.64285714285714,2.8,2.25,2.5,3,28
"1137","Perfect Candidate, A (1996)",4,4,NA,NA,4,4
"1138","Perfect World, A (1993)",3.68,3.65789473684211,3.75,3,4,100
"1139","Persuasion (1995)",4.04545454545455,3.84,4.31578947368421,5,4,44
"1140","Pest, The (1997)",1.875,1.83333333333333,2,NA,1,8
"1141","Pete's Dragon (1977)",2.72093023255814,2.69230769230769,2.76470588235294,3,2,172
"1142","Phantom, The (1996)",2.575,2.5,2.92857142857143,2.5,3,80
"1143","Phantoms (1998)",2.23076923076923,1.9,3.33333333333333,2,2,13
"1144","Pharaoh's Army (1995)",1,NA,1,NA,NA,1
"1145","Phat Beach (1996)",1.6,1.6,NA,NA,1,5
"1146","Phenomenon (1996)",3.55737704918033,3.48837209302326,3.72222222222222,4,3,488
"1147","Philadelphia (1993)",3.85401459854015,3.78723404255319,4,4,4,137
"1148","Philadelphia Story, The (1940)",4.11538461538461,4.04166666666667,4.28125,5,4,208
"1149","Piano, The (1993)",3.60119047619048,3.48333333333333,3.89583333333333,4,4,336
"1150","Picnic (1955)",3.61111111111111,3.6,3.66666666666667,4,4,18
"1151","Picture Bride (1995)",3.1,3.28571428571429,2.66666666666667,3,3,20
"1152","Picture Perfect (1997)",2.96296296296296,2.80434782608696,3.17142857142857,3,3,162
"1153","Pie in the Sky (1995)",2,2.33333333333333,1,1,3,8
"1154","Pillow Book, The (1995)",3.69230769230769,3.73333333333333,3.63636363636364,5,3,52
"1155","Pink Floyd - The Wall (1982)",3.35087719298246,3.41573033707865,3.12,3,3,342
"1156","Pinocchio (1940)",3.67326732673267,3.75,3.48275862068966,4,4,202
"1157","Platoon (1986)",3.69291338582677,3.72380952380952,3.54545454545455,3,4,254
"1158","Playing God (1997)",2.62790697674419,2.73333333333333,2.38461538461538,2,3,86
"1159","Pocahontas (1995)",2.52941176470588,2.44736842105263,2.76923076923077,4,3,204
"1160","Poetic Justice (1993)",2.77777777777778,2,3.16666666666667,4,2,9
"1161","Poison Ivy II (1995)",2.15384615384615,2.44444444444444,1.5,NA,3.5,26
"1162","Police Story 4: Project S (Chao ji ji hua) (1993)",1,1,NA,NA,1,1
"1163","Pollyanna (1960)",3.14814814814815,3.0625,3.27272727272727,4,3,81
"1164","Pompatus of Love, The (1996)",3,2.83333333333333,4,NA,3,14
"1165","Ponette (1996)",3.3,3.8,2.8,3,4,10
"1166","Portrait of a Lady, The (1996)",2.68,2.53846153846154,2.83333333333333,3,3,25
"1167","Postino, Il (1994)",3.9672131147541,4,3.89090909090909,4,4,366
"1168","Postman, The (1997)",3.22413793103448,2.83783783783784,3.9047619047619,4,3,58
"1169","Powder (1995)",3.20833333333333,3.19230769230769,3.22727272727273,3,4,48
"1170","Power 98 (1995)",1,1,NA,NA,1,3
"1171","Preacher's Wife, The (1996)",2.92647058823529,2.76315789473684,3.13333333333333,3,3,68
"1172","Prefontaine (1997)",5,5,5,NA,5,3
"1173","Pretty Woman (1990)",3.32317073170732,3.23423423423423,3.50943396226415,3,3,328
"1174","Price Above Rubies, A (1998)",3.33333333333333,4,3,3,NA,3
"1175","Priest (1994)",4,4.26923076923077,3.5,4,5,40
"1176","Primal Fear (1996)",3.60112359550562,3.609375,3.58,4,4,356
"1177","Primary Colors (1998)",3.92307692307692,3.8,4.33333333333333,4,3,13
"1178","Princess Bride, The (1987)",4.17283950617284,4.22127659574468,4.04494382022472,4.5,4,1296
"1179","Princess Caraboo (1994)",3.13333333333333,2.88888888888889,3.5,3.5,3,15
"1180","Prisoner of the Mountains (Kavkazsky Plennik) (1996)",3,3,3,3,4,5
"1181","Private Benjamin (1980)",2.95522388059702,2.89795918367347,3.11111111111111,3.5,3,67
"1182","Private Parts (1997)",3.53,3.61038961038961,3.26086956521739,3,4,200
"1183","Professional, The (1994)",3.70469798657718,3.73387096774194,3.56,3.5,4,596
"1184","Program, The (1993)",2.83870967741935,2.81481481481481,3,3.5,2.5,62
"1185","Promesse, La (1996)",3.33333333333333,4,3.2,3.5,NA,6
"1186","Promise, The (Versprechen, Das) (1994)",1,NA,1,NA,NA,1
"1187","Prophecy II, The (1998)",2.7,2.8125,2.25,2,3,20
"1188","Prophecy, The (1995)",2.9375,3.08333333333333,2.5,3,2,32
"1189","Psycho (1960)",4.10041841004184,4.09039548022599,4.12903225806452,4,4,717
"1190","Pulp Fiction (1994)",4.06091370558376,4.1,3.91666666666667,4,4,788
"1191","Pump Up the Volume (1990)",3.41772151898734,3.35483870967742,3.64705882352941,3.5,3,79
"1192","Purple Noon (1960)",3.14285714285714,3.16666666666667,3,3,3,14
"1193","Pushing Hands (1992)",2,NA,2,3,NA,2
"1194","Pyromaniac's Love Story, A (1995)",2.42857142857143,3,1,NA,3,14
"1195","Quartier Mozart (1992)",1,NA,1,NA,NA,1
"1196","Queen Margot (Reine Margot, La) (1994)",3.5,3.82352941176471,2.71428571428571,3,3,48
"1197","Quest, The (1996)",2.51851851851852,2.36363636363636,3.2,3.5,3,54
"1198","Quick and the Dead, The (1995)",3.20833333333333,3.21428571428571,3.16666666666667,NA,3,144
"1199","Quiet Man, The (1952)",4.02985074626866,4.06,3.94117647058824,4,4,134
"1200","Quiet Room, The (1996)",3.66666666666667,5,3,3,NA,3
"1201","Quiz Show (1994)",3.64571428571429,3.74193548387097,3.41176470588235,3.5,4,175
"1202","Race the Sun (1996)",2.8,NA,2.8,3.5,NA,5
"1203","Radioland Murders (1994)",3.33333333333333,3.33333333333333,3.33333333333333,3,2,36
"1204","Raging Bull (1980)",4.12068965517241,4.19387755102041,3.72222222222222,4,4,116
"1205","Raiders of the Lost Ark (1981)",4.25238095238095,4.30153846153846,4.08421052631579,4,4,840
"1206","Rainmaker, The (1997)",3.6,3.54255319148936,3.70588235294118,4,4,145
"1207","Raise the Red Lantern (1991)",4.1551724137931,4.15789473684211,4.15,4.5,4,58
"1208","Raising Arizona (1987)",3.875,3.83248730964467,4.01694915254237,4,4,256
"1209","Ran (1985)",4.1,4.32142857142857,3.21428571428571,4,5,140
"1210","Ransom (1996)",3.64419475655431,3.64615384615385,3.63888888888889,4,4,534
"1211","Raw Deal (1948)",2,2,NA,NA,NA,1
"1212","Ready to Wear (Pret-A-Porter) (1994)",1.83333333333333,1.85714285714286,1.75,NA,2.5,18
"1213","Real Genius (1985)",3.66386554621849,3.68421052631579,3.58333333333333,3.5,4,119
"1214","Reality Bites (1994)",2.96103896103896,2.87037037037037,3.17391304347826,2.5,3,154
"1215","Rear Window (1954)",4.38755980861244,4.4,4.35185185185185,5,5,418
"1216","Rebecca (1940)",3.96969696969697,3.97727272727273,3.95454545454545,4,4,132
"1217","Rebel Without a Cause (1955)",3.85555555555556,3.81159420289855,4,4,4,90
"1218","Reckless (1995)",2.75,3,2.66666666666667,2.5,3,8
"1219","Red Corner (1997)",3.3859649122807,3.24444444444444,3.91666666666667,4,4,114
"1220","Red Firecracker, Green Firecracker (1994)",3.46153846153846,3.44444444444444,3.5,4,4,13
"1221","Red Rock West (1992)",3.59615384615385,3.65,3.41666666666667,4,4,52
"1222","Ref, The (1994)",3.03448275862069,2.98039215686275,3.42857142857143,3,3,58
"1223","Relative Fear (1994)",1.66666666666667,1,2,NA,1,6
"1224","Relic, The (1997)",2.88,2.78947368421053,3.16666666666667,2,2,25
"1225","Reluctant Debutante, The (1958)",3,NA,3,NA,NA,2
"1226","Remains of the Day, The (1993)",3.94,3.89108910891089,4.04081632653061,4,4,150
"1227","Renaissance Man (1994)",3,2.84848484848485,3.5,4,3,129
"1228","Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.33333333333333,3.5,3,3,5,6
"1229","Rent-a-Kid (1995)",3,2.66666666666667,3.2,3,3,8
"1230","Replacement Killers, The (1998)",3.30769230769231,3.26666666666667,3.44444444444444,3.5,3,78
"1231","Reservoir Dogs (1992)",3.98648648648649,4.1271186440678,3.43333333333333,3,4,296
"1232","Restoration (1995)",3.46478873239437,3.34782608695652,3.68,4,3,71
"1233","Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.77272727272727,3.73333333333333,3.85714285714286,4,4,44
"1234","Return of the Jedi (1983)",4.00788954635108,4.00783289817232,4.00806451612903,4,4,2535
"1235","Return of the Pink Panther, The (1974)",3.55434782608696,3.52,3.70588235294118,4,4,92
"1236","Rhyme & Reason (1997)",2.2,2,2.5,3,3,5
"1237","Rich Man's Wife, The (1996)",2.4,2.18181818181818,3,3,3,15
"1238","Richard III (1995)",3.8314606741573,3.8695652173913,3.7,3,4,178
"1239","Richie Rich (1994)",2.42857142857143,1.91666666666667,3.11111111111111,3,2,42
"1240","Ridicule (1996)",3.70454545454545,3.65625,3.83333333333333,4,4,44
"1241","Right Stuff, The (1983)",3.9171974522293,3.88429752066116,4.02777777777778,4,4,157
"1242","Ripe (1996)",2,NA,2,NA,NA,1
"1243","Rising Sun (1993)",2.90697674418605,2.97368421052632,2.4,2.5,3,129
"1244","River Wild, The (1994)",3.14383561643836,3.09259259259259,3.28947368421053,3,3,292
"1245","Road to Wellville, The (1994)",2.29411764705882,2.16666666666667,2.6,2,3,17
"1246","Rob Roy (1995)",3.56521739130435,3.56060606060606,3.57692307692308,4,4,276
"1247","Robert A. Heinlein's The Puppet Masters (1994)",3,2.78571428571429,3.75,3,3,36
"1248","Robin Hood: Men in Tights (1993)",2.58928571428571,2.47368421052632,2.83333333333333,2,3,56
"1249","Robin Hood: Prince of Thieves (1991)",3.22666666666667,3.09259259259259,3.57142857142857,3,3,75
"1250","Robocop 3 (1993)",1.72727272727273,1.625,2,3,2,22
"1251","Rock, The (1996)",3.69312169312169,3.63414634146341,3.87912087912088,4,4,1134
"1252","Rocket Man (1997)",2.40816326530612,2.43589743589744,2.3,2.5,3,49
"1253","Roman Holiday (1953)",4.10294117647059,4.1,4.10714285714286,4,4,136
"1254","Romeo Is Bleeding (1993)",3,3.03448275862069,2.875,3,4,74
"1255","Romper Stomper (1992)",3,3,NA,NA,5,10
"1256","Romy and Michele's High School Reunion (1997)",3.06122448979592,2.984375,3.20588235294118,3,3,98
"1257","Room with a View, A (1986)",3.98507462686567,3.89772727272727,4.15217391304348,5,4,268
"1258","Roommates (1995)",3.23076923076923,3.25,3.2,3,3,26
"1259","Roseanna's Grave (For Roseanna) (1997)",2.8,2.66666666666667,3,2,3,10
"1260","Rosencrantz and Guildenstern Are Dead (1990)",3.88888888888889,3.97058823529412,3.63636363636364,4,4,180
"1261","Rosewood (1997)",3.66666666666667,3.46376811594203,3.97777777777778,4,4,114
"1262","Rough Magic (1995)",2.5,1,4,NA,1,4
"1263","Ruby in Paradise (1993)",3.1304347826087,3.41666666666667,2.81818181818182,3,3.5,23
"1264","Rudy (1993)",3.3125,3.22727272727273,3.5,3,4,64
"1265","Ruling Class, The (1972)",3.875,4,3.5,5,4,16
"1266","Rumble in the Bronx (1995)",3.44827586206897,3.48630136986301,3.25,3,3.5,522
"1267","Run of the Country, The (1995)",3.25,4,2.5,4,4,4
"1268","S.F.W. (1994)",3,3,NA,NA,4,2
"1269","Sabrina (1954)",3.796875,3.7,3.95833333333333,4,4,128
"1270","Sabrina (1995)",3.5,3.41269841269841,3.671875,4,3,380
"1271","Safe (1995)",4,3.9,4.33333333333333,5,4,13
"1272","Safe Passage (1994)",3,NA,3,2,NA,2
"1273","Saint of Fort Washington, The (1993)",5,5,NA,NA,NA,2
"1274","Saint, The (1997)",3.12341772151899,3.07792207792208,3.24705882352941,3,3,948
"1275","Salut cousin! (1996)",2,NA,2,NA,NA,4
"1276","Santa Clause, The (1994)",3.09756097560976,3.01666666666667,3.31818181818182,3,3,164
"1277","Santa with Muscles (1996)",5,5,NA,NA,5,2
"1278","Savage Nights (Nuits fauves, Les) (1992)",3,3,3,3,4,3
"1279","Scarlet Letter, The (1926)",3,3,NA,NA,NA,2
"1280","Scarlet Letter, The (1995)",2.4,NA,2.4,3,NA,5
"1281","Schindler's List (1993)",4.46644295302013,4.40639269406393,4.63291139240506,5,5,596
"1282","Schizopolis (1996)",3,4,2,NA,3,4
"1283","Scout, The (1994)",2.66666666666667,2.77777777777778,2.33333333333333,2,3.5,12
"1284","Scream (1996)",3.44142259414226,3.48358208955224,3.34265734265734,3,3,956
"1285","Scream 2 (1997)",3.21698113207547,3.07594936708861,3.62962962962963,4,3,212
"1286","Scream of Stone (Schrei aus Stein) (1991)",3,3,NA,NA,NA,1
"1287","Screamers (1995)",2.65217391304348,2.6046511627907,3.33333333333333,NA,3,46
"1288","Search for One-eye Jimmy, The (1996)",2.66666666666667,2,4,4,3,3
"1289","Searching for Bobby Fischer (1993)",3.90579710144928,3.87755102040816,3.975,4.5,4,138
"1290","Second Jungle Book: Mowgli & Baloo, The (1997)",2,1,2.5,2,1,12
"1291","Secret Adventures of Tom Thumb, The (1993)",2.6,3,1,NA,3,10
"1292","Secret Agent, The (1996)",3,3,NA,NA,3,6
"1293","Secret Garden, The (1993)",3.54430379746835,3.52941176470588,3.57142857142857,3,4,158
"1294","Secret of Roan Inish, The (1994)",3.85915492957746,3.96,3.61904761904762,3,4,71
"1295","Secrets & Lies (1996)",4.26543209876543,4.19444444444444,4.40740740740741,5,4,162
"1296","Selena (1997)",3.625,3.85714285714286,3.44444444444444,3.5,3,32
"1297","Sense and Sensibility (1995)",4.01119402985075,3.87861271676301,4.25263157894737,4,4,536
"1298","Senseless (1998)",2.42857142857143,2.25,2.66666666666667,NA,1,7
"1299","Serial Mom (1994)",2.81481481481481,2.925,2.5,2,3,162
"1300","Set It Off (1996)",3.42105263157895,3.2,4.25,4,3,38
"1301","Seven (Se7en) (1995)",3.84745762711864,3.86885245901639,3.77358490566038,3.5,4,472
"1302","Seven Years in Tibet (1997)",3.45806451612903,3.34,3.67272727272727,4,3,310
"1303","Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.54166666666667,3.5593220338983,3.46153846153846,3,3.5,72
"1304","Sex, Lies, and Videotape (1989)",3.47524752475248,3.43661971830986,3.56666666666667,4,4,101
"1305","Sexual Life of the Belgians, The (1994)",1.5,1.5,NA,NA,2,2
"1306","Sgt. Bilko (1996)",2.56756756756757,2.48333333333333,2.92857142857143,3,3,74
"1307","Shadow Conspiracy (1997)",2.86363636363636,2.85714285714286,2.88888888888889,3.5,3,44
"1308","Shadow of Angels (Schatten der Engel) (1976)",1,1,NA,NA,NA,1
"1309","Shadow, The (1994)",2.88888888888889,2.89189189189189,2.875,3,3,45
"1310","Shadowlands (1993)",3.93589743589744,3.82978723404255,4.09677419354839,4,4,156
"1311","Shadows (Cienie) (1988)",1,NA,1,NA,NA,1
"1312","Shaggy Dog, The (1959)",3,3.10526315789474,2.81818181818182,2.5,3,60
"1313","Shall We Dance? (1937)",3.70588235294118,3.72727272727273,3.66666666666667,4,3,51
"1314","Shall We Dance? (1996)",4.26086956521739,4.10344827586207,4.52941176470588,5,5,46
"1315","Shallow Grave (1994)",3.81818181818182,3.86792452830189,3.61538461538462,5,4,66
"1316","Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",3.57692307692308,3.57142857142857,3.6,4,4,26
"1317","Shawshank Redemption, The (1994)",4.4452296819788,4.41095890410959,4.5625,5,4,283
"1318","She's So Lovely (1997)",2.73584905660377,2.83333333333333,2.52941176470588,3,2,106
"1319","She's the One (1996)",3.01369863013699,3.13725490196078,2.72727272727273,2.5,3,146
"1320","Shiloh (1997)",2.83333333333333,2.6,4,NA,3,24
"1321","Shine (1996)",3.92248062015504,3.89583333333333,4,4,4,258
"1322","Shining, The (1980)",3.8252427184466,3.8258064516129,3.82352941176471,4,4,206
"1323","Shooter, The (1995)",2.66666666666667,3.5,1,NA,4,3
"1324","Shooting Fish (1997)",2.5,3.16666666666667,1.5,3,3,10
"1325","Shopping (1994)",2,2,NA,NA,NA,2
"1326","Short Cuts (1993)",3.77611940298507,3.86,3.52941176470588,4,4,67
"1327","Show, The (1995)",3,4,2,NA,NA,2
"1328","Showgirls (1995)",1.95652173913043,1.9375,2,3,2,23
"1329","Silence of the Lambs, The (1991)",4.28974358974359,4.27931034482759,4.32,5,4,780
"1330","Silence of the Palace, The (Saimt el Qusur) (1994)",3,NA,3,3,NA,1
"1331","Simple Twist of Fate, A (1994)",3.2,3.25,3.16666666666667,3,NA,10
"1332","Simple Wish, A (1997)",1.66666666666667,1,3,NA,1,6
"1333","Singin' in the Rain (1952)",3.99270072992701,4.04950495049505,3.83333333333333,4,4,274
"1334","Sirens (1994)",2.98305084745763,3.06521739130435,2.69230769230769,3,3,118
"1335","Six Degrees of Separation (1993)",3.77027027027027,3.81666666666667,3.57142857142857,4,4,148
"1336","Sixth Man, The (1997)",3.22222222222222,3,3.66666666666667,NA,3.5,9
"1337","Sleeper (1973)",3.63414634146341,3.66176470588235,3.5,3,4,164
"1338","Sleepers (1996)",3.51479289940828,3.45454545454545,3.66666666666667,4,3.5,338
"1339","Sleepless in Seattle (1993)",3.53990610328638,3.48965517241379,3.64705882352941,4,4,426
"1340","Sleepover (1995)",3,3,NA,NA,3,2
"1341","Sliding Doors (1998)",2.6,3.66666666666667,1,NA,5,10
"1342","Sling Blade (1996)",4.19852941176471,4.12745098039216,4.41176470588235,5,4,272
"1343","Slingshot, The (1993)",3.5,3,4,4,NA,4
"1344","Sliver (1993)",2.40540540540541,2.21428571428571,3,4,2,37
"1345","Small Faces (1995)",2,2,NA,NA,NA,1
"1346","Smile Like Yours, A (1997)",2.88,3.3,2.6,3,3,50
"1347","Smilla's Sense of Snow (1997)",3.16666666666667,3.18181818181818,3.13333333333333,2.5,3,144
"1348","Smoke (1995)",3.62162162162162,3.70491803278689,3.23076923076923,3,4,74
"1349","Sneakers (1992)",3.51333333333333,3.45689655172414,3.70588235294118,4,3,450
"1350","Snow White and the Seven Dwarfs (1937)",3.7093023255814,3.69672131147541,3.74,4,4,516
"1351","So Dear to My Heart (1949)",3.25,4,1,NA,4,8
"1352","So I Married an Axe Murderer (1993)",3.05263157894737,3,3.17857142857143,3,2,285
"1353","Solo (1996)",1.83333333333333,1.83333333333333,NA,NA,3,36
"1354","Some Folks Call It a Sling Blade (1993)",4.29268292682927,4.24137931034483,4.41666666666667,5,5,82
"1355","Some Kind of Wonderful (1987)",3.66101694915254,3.54545454545455,3.80769230769231,3,4,118
"1356","Some Like It Hot (1959)",3.984375,3.97849462365591,4,4,4,256
"1357","Some Mother's Son (1996)",4.5,NA,4.5,4.5,NA,2
"1358","Somebody to Love (1994)",1,1,1,NA,NA,2
"1359","Someone Else's America (1995)",5,NA,5,NA,NA,1
"1360","Something to Talk About (1995)",2.76923076923077,2.54545454545455,2.93333333333333,3,3,78
"1361","Somewhere in Time (1980)",3.42682926829268,3.51020408163265,3.3030303030303,3,3.5,164
"1362","Son in Law (1993)",2.48717948717949,2.44827586206897,2.6,2.5,3,39
"1363","Sophie's Choice (1982)",3.89655172413793,3.94444444444444,3.81818181818182,4,4,58
"1364","Soul Food (1997)",3.16949152542373,3.08333333333333,3.30434782608696,4,3,59
"1365","Sound of Music, The (1965)",3.76576576576577,3.56462585034014,4.16,4,4,222
"1366","Space Jam (1996)",2.7741935483871,2.8,2.66666666666667,2,2.5,465
"1367","Spanish Prisoner, The (1997)",4,NA,4,4,NA,2
"1368","Spanking the Monkey (1994)",3.07407407407407,3,3.4,3,3,54
"1369","Spawn (1997)",2.61538461538462,2.6695652173913,2.39285714285714,3,2.5,572
"1370","Specialist, The (1994)",2.25,2.3125,2,2.5,2,20
"1371","Species (1995)",2.86666666666667,2.94871794871795,2.33333333333333,3,4,45
"1372","Speechless (1994)",3.08333333333333,3.08,3.09090909090909,2,3,72
