"","names","rating","sex"
"1627","Wild America (1997)",2.66666666666667,"F"
"1628","Wild Bill (1995)",1,"F"
"1629","Wild Bunch, The (1969)",3.5,"F"
"1630","Wild Reeds (1994)",3,"F"
"1631","Wild Things (1998)",3,"F"
"1632","William Shakespeare's Romeo and Juliet (1996)",3.71428571428571,"F"
"1633","Willy Wonka and the Chocolate Factory (1971)",3.75268817204301,"F"
"1634","Window to Paris (1994)",NA,"F"
"1635","Wings of Courage (1995)",NA,"F"
"1636","Wings of Desire (1987)",3.93333333333333,"F"
"1637","Wings of the Dove, The (1997)",3.96969696969697,"F"
"1638","Winnie the Pooh and the Blustery Day (1968)",4.04166666666667,"F"
"1639","Winter Guest, The (1997)",3.75,"F"
"1640","Wishmaster (1997)",3.42857142857143,"F"
"1641","With Honors (1994)",3.5,"F"
"1642","Withnail and I (1987)",2,"F"
"1643","Witness (1985)",NA,"F"
"1644","Wizard of Oz, The (1939)",4.15942028985507,"F"
"1645","Wolf (1994)",2.11111111111111,"F"
"1646","Woman in Question, The (1950)",1,"F"
"1647","Women, The (1939)",4.5,"F"
"1648","Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",3.5,"F"
"1649","Wonderland (1997)",1,"F"
"1650","Wooden Man's Bride, The (Wu Kui) (1994)",NA,"F"
"1651","World of Apu, The (Apur Sansar) (1959)",NA,"F"
"1652","Wrong Trousers, The (1993)",4.44444444444444,"F"
"1653","Wyatt Earp (1994)",3,"F"
"1654","Yankee Zulu (1994)",1,"F"
"1655","Year of the Horse (1997)",5,"F"
"1656","You So Crazy (1994)",NA,"F"
"1657","Young Frankenstein (1974)",4.02380952380952,"F"
"1658","Young Guns (1988)",3.23076923076923,"F"
"1659","Young Guns II (1990)",2.5,"F"
"1660","Young Poisoner's Handbook, The (1995)",3.77777777777778,"F"
"1661","Zeus and Roxanne (1997)",2,"F"
"1662","Á köldum klaka (Cold Fever) (1994)",3,"F"
"1663","'Til There Was You (1997)",2.5,"M"
"1664","1-900 (1994)",3,"M"
"1665","101 Dalmatians (1996)",2.77272727272727,"M"
"1666","12 Angry Men (1957)",4.36363636363636,"M"
"1667","187 (1997)",2.87096774193548,"M"
"1668","2 Days in the Valley (1996)",3.22368421052632,"M"
"1669","20,000 Leagues Under the Sea (1954)",3.56896551724138,"M"
"1670","2001: A Space Odyssey (1968)",4.1039603960396,"M"
"1671","3 Ninjas: High Noon At Mega Mountain (1998)",1,"M"
"1672","39 Steps, The (1935)",4.06,"M"
"1673","8 1/2 (1963)",3.96969696969697,"M"
"1674","8 Heads in a Duffel Bag (1997)",4,"M"
"1675","8 Seconds (1994)",3.66666666666667,"M"
"1676","A Chef in Love (1996)",4.5,"M"
"1677","Above the Rim (1994)",3,"M"
"1678","Absolute Power (1997)",3.34375,"M"
"1679","Abyss, The (1989)",3.54032258064516,"M"
"1680","Ace Ventura: Pet Detective (1994)",3.03571428571429,"M"
"1681","Ace Ventura: When Nature Calls (1995)",2.81481481481481,"M"
"1682","Across the Sea of Time (1995)",3,"M"
"1683","Addams Family Values (1993)",2.75757575757576,"M"
"1684","Addicted to Love (1997)",3.25925925925926,"M"
"1685","Addiction, The (1995)",2.22222222222222,"M"
"1686","Adventures of Pinocchio, The (1996)",3.10714285714286,"M"
"1687","Adventures of Priscilla, Queen of the Desert, The (1994)",3.55223880597015,"M"
"1688","Adventures of Robin Hood, The (1938)",3.84,"M"
"1689","Affair to Remember, An (1957)",4.08333333333333,"M"
"1690","African Queen, The (1951)",4.24561403508772,"M"
"1691","Afterglow (1997)",3.30769230769231,"M"
"1692","Age of Innocence, The (1993)",3.27777777777778,"M"
"1693","Aiqing wansui (1994)",5,"M"
"1694","Air Bud (1997)",2.25,"M"
"1695","Air Force One (1997)",3.60655737704918,"M"
"1696","Air Up There, The (1994)",2.66666666666667,"M"
"1697","Airheads (1994)",2.6,"M"
"1698","Akira (1988)",3.42857142857143,"M"
"1699","Aladdin (1992)",3.7625,"M"
"1700","Aladdin and the King of Thieves (1996)",2.61538461538462,"M"
"1701","Alaska (1996)",2.22222222222222,"M"
"1702","Albino Alligator (1996)",3,"M"
"1703","Alice in Wonderland (1951)",3.62,"M"
"1704","Alien (1979)",4.12340425531915,"M"
"1705","Alien 3 (1992)",2.85393258426966,"M"
"1706","Alien: Resurrection (1997)",3.15,"M"
"1707","Aliens (1986)",4.01310043668122,"M"
"1708","All About Eve (1950)",4.06666666666667,"M"
"1709","All Dogs Go to Heaven 2 (1996)",1.81818181818182,"M"
"1710","All Over Me (1997)",3,"M"
"1711","All Things Fair (1996)",3,"M"
"1712","Alphaville (1965)",3.2,"M"
"1713","Amadeus (1984)",4.21105527638191,"M"
"1714","Amateur (1994)",3.23076923076923,"M"
"1715","Amazing Panda Adventure, The (1995)",2.2,"M"
"1716","American Buffalo (1996)",2.66666666666667,"M"
"1717","American Dream (1990)",NA,"M"
"1718","American in Paris, An (1951)",3.65714285714286,"M"
"1719","American President, The (1995)",3.58119658119658,"M"
"1720","American Strays (1996)",2,"M"
"1721","American Werewolf in London, An (1981)",3.53012048192771,"M"
"1722","Amistad (1997)",3.84444444444444,"M"
"1723","Amityville 1992: It's About Time (1992)",1,"M"
"1724","Amityville 3-D (1983)",1.25,"M"
"1725","Amityville Curse, The (1990)",1.5,"M"
"1726","Amityville Horror, The (1979)",2.55813953488372,"M"
"1727","Amityville II: The Possession (1982)",1.4,"M"
"1728","Amityville: A New Generation (1993)",1,"M"
"1729","Amityville: Dollhouse (1996)",1,"M"
"1730","Amos & Andrew (1993)",2.6875,"M"
"1731","An Unforgettable Summer (1994)",2.5,"M"
"1732","Anaconda (1997)",2.16666666666667,"M"
"1733","Anastasia (1997)",3.23076923076923,"M"
"1734","Andre (1994)",2.66666666666667,"M"
"1735","Angel and the Badman (1947)",3,"M"
"1736","Angel Baby (1995)",4,"M"
"1737","Angel on My Shoulder (1946)",2,"M"
"1738","Angela (1995)",NA,"M"
"1739","Angels and Insects (1995)",3.33333333333333,"M"
"1740","Angels in the Outfield (1994)",2.65217391304348,"M"
"1741","Angus (1995)",2.8,"M"
"1742","Anna (1996)",4.5,"M"
"1743","Anna Karenina (1997)",2.76470588235294,"M"
"1744","Anne Frank Remembered (1995)",3.5,"M"
"1745","Annie Hall (1977)",3.88235294117647,"M"
"1746","Another Stakeout (1993)",2.45,"M"
"1747","Antonia's Line (1995)",3.73170731707317,"M"
"1748","Aparajito (1956)",4,"M"
"1749","Apartment, The (1960)",4.02173913043478,"M"
"1750","Apocalypse Now (1979)",4.07692307692308,"M"
"1751","Apollo 13 (1995)",3.90995260663507,"M"
"1752","Apostle, The (1997)",3.65909090909091,"M"
"1753","Apple Dumpling Gang, The (1975)",2.75,"M"
"1754","April Fool's Day (1986)",2.72727272727273,"M"
"1755","Apt Pupil (1998)",4.17241379310345,"M"
"1756","Aristocats, The (1970)",2.96774193548387,"M"
"1757","Army of Darkness (1993)",3.46601941747573,"M"
"1758","Around the World in 80 Days (1956)",3.68627450980392,"M"
"1759","Arrival, The (1996)",3.02739726027397,"M"
"1760","Arsenic and Old Lace (1944)",4.0125,"M"
"1761","As Good As It Gets (1997)",4.22619047619048,"M"
"1762","Assassins (1995)",2.84848484848485,"M"
"1763","Assignment, The (1997)",3.75,"M"
"1764","Associate, The (1996)",2.92857142857143,"M"
"1765","Audrey Rose (1977)",2.22222222222222,"M"
"1766","August (1996)",1,"M"
"1767","Austin Powers: International Man of Mystery (1997)",3.31683168316832,"M"
"1768","Awfully Big Adventure, An (1995)",1.75,"M"
"1769","Ayn Rand: A Sense of Life (1997)",3,"M"
"1770","B. Monkey (1998)",3,"M"
"1771","B*A*P*S (1997)",2,"M"
"1772","Babe (1995)",3.9748427672956,"M"
"1773","Baby-Sitters Club, The (1995)",2.5,"M"
"1774","Babyfever (1994)",1,"M"
"1775","Babysitter, The (1995)",1,"M"
"1776","Back to the Future (1985)",3.85769230769231,"M"
"1777","Backbeat (1993)",3.26666666666667,"M"
"1778","Bad Boys (1995)",3.14285714285714,"M"
"1779","Bad Company (1995)",2.375,"M"
"1780","Bad Girls (1994)",1.66666666666667,"M"
"1781","Bad Moon (1996)",2.6,"M"
"1782","Bad Taste (1987)",3.61538461538462,"M"
"1783","Ballad of Narayama, The (Narayama Bushiko) (1958)",2.75,"M"
"1784","Balto (1995)",2.71428571428571,"M"
"1785","Bananas (1971)",3.7,"M"
"1786","Band Wagon, The (1953)",3.42857142857143,"M"
"1787","Barb Wire (1996)",1.93103448275862,"M"
"1788","Barbarella (1968)",2.73913043478261,"M"
"1789","Barcelona (1994)",3.22857142857143,"M"
"1790","Basic Instinct (1992)",3.18987341772152,"M"
"1791","Basketball Diaries, The (1995)",3.37931034482759,"M"
"1792","Basquiat (1996)",3.325,"M"
"1793","Bastard Out of Carolina (1996)",2.8,"M"
"1794","Batman (1989)",3.4125,"M"
"1795","Batman & Robin (1997)",2.30952380952381,"M"
"1796","Batman Forever (1995)",2.53846153846154,"M"
"1797","Batman Returns (1992)",2.64102564102564,"M"
"1798","Baton Rouge (1988)",NA,"M"
"1799","Bean (1997)",2.63013698630137,"M"
"1800","Beans of Egypt, Maine, The (1994)",3.5,"M"
"1801","Beat the Devil (1954)",3.71428571428571,"M"
"1802","Beautician and the Beast, The (1997)",2.12727272727273,"M"
"1803","Beautiful Girls (1996)",3.41558441558442,"M"
"1804","Beautiful Thing (1996)",4.08333333333333,"M"
"1805","Beauty and the Beast (1991)",3.73049645390071,"M"
"1806","Beavis and Butt-head Do America (1996)",2.89763779527559,"M"
"1807","Bed of Roses (1996)",2.79166666666667,"M"
"1808","Bedknobs and Broomsticks (1971)",2.9375,"M"
"1809","Before and After (1996)",2.73333333333333,"M"
"1810","Before Sunrise (1995)",3.51612903225806,"M"
"1811","Before the Rain (Pred dozhdot) (1994)",4.28571428571429,"M"
"1812","Being Human (1993)",2,"M"
"1813","Being There (1979)",3.93333333333333,"M"
"1814","Believers, The (1987)",2.3,"M"
"1815","Belle de jour (1967)",4,"M"
"1816","Ben-Hur (1959)",3.96808510638298,"M"
"1817","Benny & Joon (1993)",3.47692307692308,"M"
"1818","Bent (1997)",2.25,"M"
"1819","Best Men (1997)",3.33333333333333,"M"
"1820","Best of the Best 3: No Turning Back (1995)",1.6,"M"
"1821","Better Off Dead... (1985)",3.59016393442623,"M"
"1822","Beverly Hillbillies, The (1993)",2.08333333333333,"M"
"1823","Beverly Hills Cop III (1994)",2.36842105263158,"M"
"1824","Beverly Hills Ninja (1997)",2.39024390243902,"M"
"1825","Bewegte Mann, Der (1994)",3.66666666666667,"M"
"1826","Beyond Bedlam (1993)",1,"M"
"1827","Beyond Rangoon (1995)",3.23076923076923,"M"
"1828","Bhaji on the Beach (1993)",3,"M"
"1829","Big Bang Theory, The (1994)",4,"M"
"1830","Big Blue, The (Grand bleu, Le) (1988)",3.375,"M"
"1831","Big Bully (1996)",2.11111111111111,"M"
"1832","Big Green, The (1995)",2.25,"M"
"1833","Big Lebowski, The (1998)",3.86206896551724,"M"
"1834","Big Night (1996)",3.97674418604651,"M"
"1835","Big One, The (1997)",NA,"M"
"1836","Big Sleep, The (1946)",4.25,"M"
"1837","Big Squeeze, The (1996)",2,"M"
"1838","Billy Madison (1995)",3.09677419354839,"M"
"1839","Bio-Dome (1996)",1.73913043478261,"M"
"1840","Bird of Prey (1996)",1,"M"
"1841","Birdcage, The (1996)",3.34634146341463,"M"
"1842","Birds, The (1963)",3.82352941176471,"M"
"1843","Bitter Moon (1992)",3.85714285714286,"M"
"1844","Bitter Sugar (Azucar Amargo) (1996)",4.5,"M"
"1845","Black Beauty (1994)",3.5,"M"
"1846","Black Sheep (1996)",2.78571428571429,"M"
"1847","Blade Runner (1982)",4.17180616740088,"M"
"1848","Blink (1994)",3.07142857142857,"M"
"1849","Bliss (1997)",3,"M"
"1850","Blob, The (1958)",2.75675675675676,"M"
"1851","Blood & Wine (1997)",2.94444444444444,"M"
"1852","Blood Beach (1981)",2,"M"
"1853","Blood For Dracula (Andy Warhol's Dracula) (1974)",2.75,"M"
"1854","Bloodsport 2 (1995)",1.875,"M"
"1855","Bloody Child, The (1996)",1,"M"
"1856","Blown Away (1994)",2.81481481481481,"M"
"1857","Blue Angel, The (Blaue Engel, Der) (1930)",3.82352941176471,"M"
"1858","Blue Chips (1994)",2.57142857142857,"M"
"1859","Blue in the Face (1995)",3.31428571428571,"M"
"1860","Blue Sky (1994)",3.25,"M"
"1861","Blues Brothers 2000 (1998)",3.15789473684211,"M"
"1862","Blues Brothers, The (1980)",3.84878048780488,"M"
"1863","Bob Roberts (1992)",3.70769230769231,"M"
"1864","Body Parts (1991)",1.77777777777778,"M"
"1865","Body Snatcher, The (1945)",3.53333333333333,"M"
"1866","Body Snatchers (1993)",3.11320754716981,"M"
"1867","Bogus (1996)",2.42857142857143,"M"
"1868","Bonheur, Le (1965)",2,"M"
"1869","Bonnie and Clyde (1967)",3.76923076923077,"M"
"1870","Boogie Nights (1997)",3.62328767123288,"M"
"1871","Boomerang (1992)",2.69565217391304,"M"
"1872","Boot, Das (1981)",4.22981366459627,"M"
"1873","Booty Call (1997)",2.19444444444444,"M"
"1874","Bottle Rocket (1996)",3.52631578947368,"M"
"1875","Bound (1996)",3.875,"M"
"1876","Boxing Helena (1993)",2.375,"M"
"1877","Boy's Life 2 (1997)",4.25,"M"
"1878","Boys (1996)",3,"M"
"1879","Boys in Venice (1996)",1,"M"
"1880","Boys Life (1995)",3,"M"
"1881","Boys of St. Vincent, The (1993)",3.5,"M"
"1882","Boys on the Side (1995)",2.81818181818182,"M"
"1883","Boys, Les (1997)",3.33333333333333,"M"
"1884","Brady Bunch Movie, The (1995)",2.65384615384615,"M"
"1885","Braindead (1992)",4,"M"
"1886","Bram Stoker's Dracula (1992)",3.16304347826087,"M"
"1887","Brassed Off (1996)",3.86363636363636,"M"
"1888","Braveheart (1995)",4.15811965811966,"M"
"1889","Brazil (1985)",3.85632183908046,"M"
"1890","Bread and Chocolate (Pane e cioccolata) (1973)",3.4,"M"
"1891","Breakdown (1997)",3.40322580645161,"M"
"1892","Breakfast at Tiffany's (1961)",3.52459016393443,"M"
"1893","Breaking the Waves (1996)",3.62264150943396,"M"
"1894","Bride of Frankenstein (1935)",3.59459459459459,"M"
"1895","Bridge on the River Kwai, The (1957)",4.30769230769231,"M"
"1896","Bridges of Madison County, The (1995)",3.14634146341463,"M"
"1897","Bringing Up Baby (1938)",3.8936170212766,"M"
"1898","Broken Arrow (1996)",2.98514851485149,"M"
"1899","Broken English (1996)",2,"M"
"1900","Bronx Tale, A (1993)",3.80487804878049,"M"
"1901","Brother Minister: The Assassination of Malcolm X (1994)",3,"M"
"1902","Brother's Kiss, A (1997)",NA,"M"
"1903","Brothers in Trouble (1995)",NA,"M"
"1904","Brothers McMullen, The (1995)",3.57446808510638,"M"
"1905","Browning Version, The (1994)",3.5,"M"
"1906","Buddy (1997)",2,"M"
"1907","Bulletproof (1996)",3.11627906976744,"M"
"1908","Bullets Over Broadway (1994)",3.71428571428571,"M"
"1909","Burnt By the Sun (1994)",4.06666666666667,"M"
"1910","Burnt Offerings (1976)",2.2,"M"
"1911","Bushwhacked (1995)",1.66666666666667,"M"
"1912","Butch Cassidy and the Sundance Kid (1969)",3.97058823529412,"M"
"1913","Butcher Boy, The (1998)",NA,"M"
"1914","Butterfly Kiss (1995)",1,"M"
"1915","Bye Bye, Love (1995)",3.2,"M"
"1916","C'est arrivé près de chez vous (1992)",3.66666666666667,"M"
"1917","Cabin Boy (1994)",2.1,"M"
"1918","Cable Guy, The (1996)",2.44303797468354,"M"
"1919","Calendar Girl (1993)",3,"M"
"1920","Canadian Bacon (1994)",2.39130434782609,"M"
"1921","Candidate, The (1972)",3.73333333333333,"M"
"1922","Candyman (1992)",2.59615384615385,"M"
"1923","Candyman: Farewell to the Flesh (1995)",2.55555555555556,"M"
"1924","Cape Fear (1962)",3.55737704918033,"M"
"1925","Cape Fear (1991)",3.46666666666667,"M"
"1926","Captives (1994)",2.33333333333333,"M"
"1927","Career Girls (1997)",3.3,"M"
"1928","Careful (1992)",NA,"M"
"1929","Carlito's Way (1993)",3.45833333333333,"M"
"1930","Carmen Miranda: Bananas Is My Business (1994)",2,"M"
"1931","Caro Diario (Dear Diary) (1994)",2.66666666666667,"M"
"1932","Carpool (1996)",2.5,"M"
"1933","Carrie (1976)",3.46666666666667,"M"
"1934","Carried Away (1996)",3.25,"M"
"1935","Carrington (1995)",2.75,"M"
"1936","Casablanca (1942)",4.47340425531915,"M"
"1937","Casino (1995)",3.79166666666667,"M"
"1938","Casper (1995)",2.92307692307692,"M"
"1939","Castle Freak (1995)",1.33333333333333,"M"
"1940","Cat on a Hot Tin Roof (1958)",3.84615384615385,"M"
"1941","Cat People (1982)",2.89473684210526,"M"
"1942","Cats Don't Dance (1997)",2.73913043478261,"M"
"1943","Catwalk (1995)",1.5,"M"
"1944","Caught (1996)",3,"M"
"1945","Celestial Clockwork (1994)",4,"M"
"1946","Celluloid Closet, The (1995)",3.78571428571429,"M"
"1947","Celtic Pride (1996)",2.16666666666667,"M"
"1948","Cement Garden, The (1993)",3.75,"M"
"1949","Cemetery Man (Dellamorte Dellamore) (1994)",2.95454545454545,"M"
"1950","Century (1993)",3,"M"
"1951","Chain Reaction (1996)",2.66153846153846,"M"
"1952","Chairman of the Board (1998)",1.83333333333333,"M"
"1953","Chamber, The (1996)",3,"M"
"1954","Charade (1963)",4.03448275862069,"M"
"1955","Chasers (1994)",2.25,"M"
"1956","Chasing Amy (1997)",3.80851063829787,"M"
"1957","Children of the Corn: The Gathering (1996)",1.14285714285714,"M"
"1958","Children of the Revolution (1996)",3.5,"M"
"1959","Chinatown (1974)",4.15384615384615,"M"
"1960","Christmas Carol, A (1938)",3.86363636363636,"M"
"1961","Chungking Express (1994)",3.5,"M"
"1962","Ciao, Professore! (1993)",3,"M"
"1963","Cinderella (1950)",3.43529411764706,"M"
"1964","Cinema Paradiso (1988)",4.19318181818182,"M"
"1965","Circle of Friends (1995)",3.48717948717949,"M"
"1966","Citizen Kane (1941)",4.31446540880503,"M"
"1967","Citizen Ruth (1996)",3.57575757575758,"M"
"1968","City Hall (1996)",3.07017543859649,"M"
"1969","City of Angels (1998)",2.8,"M"
"1970","City of Industry (1997)",2.6,"M"
"1971","City of Lost Children, The (1995)",3.75,"M"
"1972","City Slickers II: The Legend of Curly's Gold (1994)",2.41666666666667,"M"
"1973","Clean Slate (1994)",3,"M"
"1974","Clean Slate (Coup de Torchon) (1981)",4,"M"
"1975","Clear and Present Danger (1994)",3.56849315068493,"M"
"1976","Clerks (1994)",3.91379310344828,"M"
"1977","Client, The (1994)",3.3030303030303,"M"
"1978","Cliffhanger (1993)",2.98717948717949,"M"
"1979","Clockers (1995)",3.11111111111111,"M"
"1980","Clockwork Orange, A (1971)",4.01675977653631,"M"
"1981","Close Shave, A (1995)",4.46236559139785,"M"
"1982","Clueless (1995)",3.39837398373984,"M"
"1983","Cobb (1994)",2.81818181818182,"M"
"1984","Cold Comfort Farm (1995)",3.71739130434783,"M"
"1985","Coldblooded (1995)",2,"M"
"1986","Collectionneuse, La (1967)",NA,"M"
"1987","Colonel Chabert, Le (1994)",3.5,"M"
"1988","Color of Night (1994)",2.69230769230769,"M"
"1989","Commandments (1997)",3,"M"
"1990","Con Air (1997)",3.43119266055046,"M"
"1991","Conan the Barbarian (1981)",3.13333333333333,"M"
"1992","Condition Red (1995)",3,"M"
"1993","Coneheads (1993)",2.23529411764706,"M"
"1994","Congo (1995)",2.35483870967742,"M"
"1995","Conspiracy Theory (1997)",3.41904761904762,"M"
"1996","Contact (1997)",3.84677419354839,"M"
"1997","Contempt (Mépris, Le) (1963)",3,"M"
"1998","Convent, The (Convento, O) (1995)",2.5,"M"
"1999","Cook the Thief His Wife & Her Lover, The (1989)",3.19402985074627,"M"
"2000","Cool Hand Luke (1967)",4.07407407407407,"M"
"2001","Cool Runnings (1993)",3,"M"
"2002","Cop Land (1997)",3.45522388059702,"M"
"2003","Cops and Robbersons (1994)",2.33333333333333,"M"
"2004","Copycat (1995)",3.140625,"M"
"2005","Corrina, Corrina (1994)",2.94444444444444,"M"
"2006","Cosi (1996)",4.33333333333333,"M"
"2007","Country Life (1994)",1,"M"
"2008","Courage Under Fire (1996)",3.5679012345679,"M"
"2009","Cowboy Way, The (1994)",2.17647058823529,"M"
"2010","Craft, The (1996)",3.01388888888889,"M"
"2011","Crash (1996)",2.55670103092783,"M"
"2012","Crimson Tide (1995)",3.62595419847328,"M"
"2013","Critical Care (1997)",3,"M"
"2014","Cronos (1992)",3.22222222222222,"M"
"2015","Crooklyn (1994)",3.85714285714286,"M"
"2016","Crossfire (1947)",4.25,"M"
"2017","Crossing Guard, The (1995)",2.96296296296296,"M"
"2018","Crow, The (1994)",3.44247787610619,"M"
"2019","Crow: City of Angels, The (1996)",2.03225806451613,"M"
"2020","Crows and Sparrows (1949)",1.5,"M"
"2021","Crucible, The (1996)",3.25490196078431,"M"
"2022","Crude Oasis, The (1995)",1,"M"
"2023","Crumb (1994)",3.90769230769231,"M"
"2024","Cry, the Beloved Country (1995)",3.5625,"M"
"2025","Crying Game, The (1992)",3.50574712643678,"M"
"2026","Curdled (1996)",2.71428571428571,"M"
"2027","Cure, The (1995)",4,"M"
"2028","Cutthroat Island (1995)",2.28571428571429,"M"
"2029","Cyclo (1995)",3,"M"
"2030","Cyrano de Bergerac (1990)",3.92156862745098,"M"
"2031","Cérémonie, La (1995)",4,"M"
"2032","D3: The Mighty Ducks (1996)",2.27272727272727,"M"
"2033","Dadetown (1995)",NA,"M"
"2034","Daens (1992)",NA,"M"
"2035","Damsel in Distress, A (1937)",4,"M"
"2036","Dances with Wolves (1990)",3.77005347593583,"M"
"2037","Dangerous Beauty (1998)",3.7,"M"
"2038","Dangerous Ground (1997)",1.57142857142857,"M"
"2039","Dangerous Minds (1995)",3.11764705882353,"M"
"2040","Daniel Defoe's Robinson Crusoe (1996)",3,"M"
"2041","Dante's Peak (1997)",2.88622754491018,"M"
"2042","Dark City (1998)",3.72727272727273,"M"
"2043","Dave (1993)",3.61363636363636,"M"
"2044","Davy Crockett, King of the Wild Frontier (1955)",3.22222222222222,"M"
"2045","Day the Earth Stood Still, The (1951)",3.97402597402597,"M"
"2046","Day the Sun Turned Cold, The (Tianguo niezi) (1994)",2,"M"
"2047","Daylight (1996)",2.58139534883721,"M"
"2048","Days of Thunder (1990)",2.79545454545455,"M"
"2049","Daytrippers, The (1996)",3.77777777777778,"M"
"2050","Dazed and Confused (1993)",3.45833333333333,"M"
"2051","Dead Man (1995)",3.73076923076923,"M"
"2052","Dead Man Walking (1995)",3.88425925925926,"M"
"2053","Dead Poets Society (1989)",3.91397849462366,"M"
"2054","Dead Presidents (1995)",2.92857142857143,"M"
"2055","Dear God (1996)",2.375,"M"
"2056","Death and the Maiden (1994)",3.3,"M"
"2057","Death in Brunswick (1991)",4,"M"
"2058","Death in the Garden (Mort en ce jardin, La) (1956)",NA,"M"
"2059","Deceiver (1997)",2.94736842105263,"M"
"2060","Deconstructing Harry (1997)",3.46938775510204,"M"
"2061","Deep Rising (1998)",2.36363636363636,"M"
"2062","Deer Hunter, The (1978)",3.8921568627451,"M"
"2063","Delicatessen (1991)",3.96,"M"
"2064","Delta of Venus (1994)",5,"M"
"2065","Demolition Man (1993)",3.11111111111111,"M"
"2066","Denise Calls Up (1995)",3.4,"M"
"2067","Desert Winds (1995)",4,"M"
"2068","Designated Mourner, The (1997)",1,"M"
"2069","Desperado (1995)",3.46428571428571,"M"
"2070","Desperate Measures (1998)",3.33333333333333,"M"
"2071","Destiny Turns on the Radio (1995)",NA,"M"
"2072","Devil in a Blue Dress (1995)",3.48888888888889,"M"
"2073","Devil's Advocate, The (1997)",3.51111111111111,"M"
"2074","Devil's Own, The (1997)",3.0887573964497,"M"
"2075","Diabolique (1996)",2.875,"M"
"2076","Dial M for Murder (1954)",4.09433962264151,"M"
"2077","Die Hard (1988)",3.90816326530612,"M"
"2078","Die Hard 2 (1990)",3.36428571428571,"M"
"2079","Die Hard: With a Vengeance (1995)",3.312,"M"
"2080","Die xue shuang xiong (Killer, The) (1989)",4.06896551724138,"M"
"2081","Dingo (1992)",2.33333333333333,"M"
"2082","Dirty Dancing (1987)",2.7741935483871,"M"
"2083","Disclosure (1994)",3.09677419354839,"M"
"2084","Diva (1981)",3.86274509803922,"M"
"2085","Dolores Claiborne (1994)",3.28571428571429,"M"
"2086","Don Juan DeMarco (1995)",3.68181818181818,"M"
"2087","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",2.75757575757576,"M"
"2088","Donnie Brasco (1997)",3.85585585585586,"M"
"2089","Doom Generation, The (1995)",2.66666666666667,"M"
"2090","Doors, The (1991)",2.93939393939394,"M"
"2091","Double Happiness (1994)",4,"M"
"2092","Double Team (1997)",2.09090909090909,"M"
"2093","Double vie de Véronique, La (Double Life of Veronique, The) (1991)",3.94117647058824,"M"
"2094","Down by Law (1986)",3.81481481481481,"M"
"2095","Down Periscope (1996)",2.67088607594937,"M"
"2096","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)",4.24705882352941,"M"
"2097","Dracula: Dead and Loving It (1995)",2.40909090909091,"M"
"2098","Dragonheart (1996)",3.12295081967213,"M"
"2099","Dream Man (1995)",NA,"M"
"2100","Dream With the Fishes (1997)",3.6,"M"
"2101","Drop Dead Fred (1991)",2.18181818181818,"M"
"2102","Drop Zone (1994)",2.53846153846154,"M"
"2103","Drunks (1995)",3,"M"
"2104","Duck Soup (1933)",4.06329113924051,"M"
"2105","Dumb & Dumber (1994)",2.93220338983051,"M"
"2106","Dumbo (1941)",3.43956043956044,"M"
"2107","Dunston Checks In (1996)",2,"M"
"2108","Duoluo tianshi (1995)",3.6,"M"
"2109","E.T. the Extra-Terrestrial (1982)",3.83098591549296,"M"
"2110","East of Eden (1955)",3.8695652173913,"M"
"2111","Eat Drink Man Woman (1994)",4.01851851851852,"M"
"2112","Ed (1996)",1.25,"M"
"2113","Ed Wood (1994)",3.58,"M"
"2114","Ed's Next Move (1996)",2.5,"M"
"2115","Eddie (1996)",2.52173913043478,"M"
"2116","Edge, The (1997)",3.6547619047619,"M"
"2117","Eighth Day, The (1996)",NA,"M"
"2118","Emma (1996)",3.62037037037037,"M"
"2119","Empire Strikes Back, The (1980)",4.27898550724638,"M"
"2120","Enchanted April (1991)",4.11428571428571,"M"
"2121","Endless Summer 2, The (1994)",2.875,"M"
"2122","Enfer, L' (1994)",4,"M"
"2123","English Patient, The (1996)",3.58662613981763,"M"
"2124","Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.64,"M"
"2125","Entertaining Angels: The Dorothy Day Story (1996)",5,"M"
"2126","Eraser (1996)",3.12345679012346,"M"
"2127","Escape from L.A. (1996)",2.41975308641975,"M"
"2128","Escape from New York (1981)",3.3,"M"
"2129","Escape to Witch Mountain (1975)",2.95238095238095,"M"
"2130","Etz Hadomim Tafus (Under the Domin Tree) (1994)",NA,"M"
"2131","Eve's Bayou (1997)",3.56,"M"
"2132","Even Cowgirls Get the Blues (1993)",2.25,"M"
"2133","Evening Star, The (1996)",2.46153846153846,"M"
"2134","Event Horizon (1997)",2.61386138613861,"M"
"2135","Everest (1998)",4,"M"
"2136","Every Other Weekend (1990)",1,"M"
"2137","Everyone Says I Love You (1996)",3.27927927927928,"M"
"2138","Evil Dead II (1987)",3.55696202531646,"M"
"2139","Evita (1996)",2.94318181818182,"M"
"2140","Excess Baggage (1997)",2.45454545454545,"M"
"2141","Executive Decision (1996)",3.304,"M"
"2142","Exit to Eden (1994)",2.57142857142857,"M"
"2143","Exotica (1994)",3.58333333333333,"M"
